Date,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Administered,Administered_Janssen,Administered_Moderna,Administered_Pfizer
2/22/2022,VA,18668405,772000,6579920,11316485,15829996,498642,5601895,9720394
2/22/2022,NM,4228745,186100,1649600,2393045,3748356,117024,1524894,2098157
2/22/2022,CO,11806175,486100,4353140,6966935,10285751,337207,3985745,5953719
2/22/2022,IN,12538480,592800,4418400,7527280,9169080,301733,3312473,5525554
2/22/2022,NH,3258930,175300,1155940,1927690,2621961,114060,976700,1531108
2/22/2022,MA,16107190,607700,6102300,9397190,14220565,399342,5571678,8249105
2/22/2022,US,686948505,30303000,254387720,402257785,550924900,18382490,207669266,324376921
2/22/2022,UT,5957950,240700,2037460,3679790,5045189,181576,1767035,3096263
2/22/2022,WI,11041945,450300,4111100,6480545,9822551,331926,3758876,5729535
2/22/2022,ND,1310300,52400,499020,758880,1062094,39440,401949,620382
2/22/2022,MS,5258435,223100,2121980,2913355,3746089,91219,1506892,2145465
2/22/2022,MP,121430,3600,25020,92810,105341,1325,14436,89580
2/22/2022,MO,11012305,421100,4175100,6416105,8619769,247632,3117774,5252042
2/22/2022,FL,45429645,2334800,16787680,26307165,36010768,1451976,13312128,21115402
2/22/2022,VT,1689950,71200,661480,957270,1343418,52732,523825,765981
2/22/2022,IA,6213555,287300,2375920,3550335,4913483,176338,1953336,2783309
2/22/2022,GA,20529595,815300,7991340,11722955,14310435,333635,5573347,8365509
2/22/2022,SD,1755265,88800,700600,965865,1350168,40369,528019,781647
2/22/2022,MT,1872895,104200,770500,998195,1530088,60035,644774,823230
2/22/2022,PW,43990,3800,28500,11690,46180,2346,35704,8060
2/22/2022,HI,3309580,124400,1224620,1960560,2794218,70044,1016043,1707839
2/22/2022,VI,145460,2800,37840,104820,139451,2259,41728,95464
2/22/2022,DD2,6625610,210000,2158040,4257570,7223314,319077,2395721,4485914
2/22/2022,FM,151100,12800,86940,51360,101461,13049,73372,15017
2/22/2022,ID,3199990,155600,1242880,1801510,2354451,85306,889825,1376074
2/22/2022,KY,8338175,378500,3435000,4524675,6299612,232809,2591444,3473005
2/22/2022,AL,9212140,394500,3996260,4821380,6082787,174480,2654037,3253803
2/22/2022,PA,28685125,1504000,10886460,16294665,21998982,762265,8485385,12749887
2/22/2022,AK,1430365,83700,554820,791845,1092635,45700,421689,624286
2/22/2022,NC,20762000,917300,7826860,12017840,16067733,509130,5976934,9580738
2/22/2022,AZ,13994520,603700,5367720,8023100,11490881,360587,4530220,6575711
2/22/2022,MD,14936910,600700,5087200,9249010,11460393,359987,4152673,6931371
2/22/2022,MI,19925730,927900,7852140,11145690,15112295,460022,5912674,8737492
2/22/2022,KS,5723115,254300,2188840,3279975,4421370,136346,1678676,2602509
2/22/2022,NE,3753910,149300,1323280,2281330,3068782,93202,1105827,1863750
2/22/2022,OK,6960630,321300,2895980,3743350,5707196,151387,2306061,3248352
2/22/2022,GU,317160,23200,84780,209180,327689,12754,104505,210288
2/21/2022,GA,20519795,815200,7987040,11717555,14281514,333298,5565551,8344833
2/21/2022,CA,85497625,3682700,30581120,51233805,71177839,2270220,26636224,42256182
2/21/2022,DD2,6625510,210000,2157940,4257570,7215489,318855,2393930,4480106
2/21/2022,MA,16097990,607700,6097500,9392790,14192235,399033,5562737,8230025
2/21/2022,NH,3256030,175300,1155440,1925290,2618641,113993,975741,1528814
2/21/2022,MT,1872295,104200,770300,997795,1530083,60035,644772,823227
2/21/2022,RI,2484625,87400,945500,1451725,2122817,64701,808489,1248078
2/21/2022,AR,5838620,251000,2443860,3143760,4071791,121453,1741565,2204905
2/21/2022,MH,81080,12600,52700,15780,52349,2650,44572,5125
2/21/2022,DE,2211055,96300,855800,1258955,1723679,61225,663267,997169
2/21/2022,BP2,329630,16100,146220,167310,296751,14157,131435,151127
2/21/2022,WY,928985,48000,408240,472745,728494,28652,318490,380710
2/21/2022,IA,6211455,287300,2375020,3549135,4907324,176210,1951669,2778945
2/21/2022,AL,9207740,394400,3995160,4818180,6079207,174399,2653006,3251335
2/21/2022,LA,7866490,318700,3206420,4341370,6037348,195551,2478728,3360034
2/21/2022,CO,11800575,486100,4353140,6961335,10279963,337089,3984306,5949511
2/21/2022,ND,1310200,52400,499020,758780,1062085,39439,401949,620374
2/21/2022,SC,9945075,449300,4108340,5387435,7232679,227756,2823694,4179078
2/21/2022,NY,43700245,1856900,15392300,26451045,37650094,1413053,13633404,22584488
2/21/2022,MD,14931710,600700,5084500,9246510,11453379,359888,4150702,6926464
2/21/2022,WV,3829685,160300,1526560,2142825,2626477,66261,1133462,1425067
2/21/2022,MS,5255235,223100,2121480,2910655,3746085,91219,1506892,2145461
2/21/2022,AS,92810,600,21500,70710,85962,560,21044,64309
2/21/2022,FM,151100,12800,86940,51360,101461,13049,73372,15017
2/21/2022,VT,1689850,71200,661480,957170,1343097,52724,523722,765771
2/21/2022,HI,3308180,124400,1223320,1960460,2793176,70043,1015680,1707161
2/21/2022,NC,20744900,916100,7813760,12015040,16062813,509089,5975399,9577394
2/21/2022,TX,58558295,2601800,21057340,34899155,44077688,1515997,16235764,26321649
2/21/2022,IN,12515780,590900,4402800,7522080,9158830,301534,3310028,5518003
2/21/2022,VI,145360,2800,37740,104820,139433,2259,41718,95456
2/21/2022,MI,19907030,926300,7835840,11144890,15108475,459967,5911596,8734805
2/21/2022,UT,5957750,240700,2037360,3679690,5045188,181576,1767035,3096262
2/21/2022,NV,5641410,258100,1940900,3442410,4691814,183688,1615270,2892331
2/21/2022,ME,3175650,151900,1250220,1773530,2694303,142465,1097641,1450919
2/21/2022,MO,11001505,420700,4166100,6414705,8619769,247632,3117774,5252042
2/21/2022,OH,21847955,969700,8225940,12652315,17152535,616748,6528312,9987595
2/21/2022,IH2,2773095,104600,1236480,1432015,2161062,39638,1016871,1104383
2/21/2022,AZ,13979620,603600,5365220,8010800,11486528,360566,4529163,6572445
2/21/2022,IL,25991055,1158700,9017640,15814715,21683392,672398,7685753,13296624
2/21/2022,PW,43990,3800,28500,11690,46180,2346,35704,8060
2/21/2022,DC,1762305,69300,627580,1065425,1409402,35755,509308,863556
2/21/2022,PR,7264190,213900,2551560,4498730,6820134,151011,2632525,4035988
2/21/2022,WI,11027045,450300,4109800,6466945,9822537,331925,3758876,5729522
2/21/2022,VA2,7773120,625900,3781280,3365940,7201219,254442,3712019,3234475
2/21/2022,KS,5717315,254200,2184440,3278675,4415458,136257,1677302,2598068
2/21/2022,AK,1430265,83700,554720,791845,1090982,45670,421314,623039
2/21/2022,TN,12187330,503900,4644240,7039190,9551186,259902,3654255,5583612
2/21/2022,OK,6953230,321300,2889880,3742050,5705608,151367,2305687,3247158
2/21/2022,PA,28672425,1504000,10884660,16283765,21996632,762231,8484891,12748065
2/21/2022,NE,3752010,149300,1323280,2279430,3068782,93202,1105827,1863750
2/21/2022,NJ,20836435,943000,7476160,12417275,16462937,562611,6212633,9685631
2/21/2022,ID,3199490,155600,1242580,1801310,2353837,85306,889825,1375460
2/21/2022,NM,4227345,186100,1648200,2393045,3747078,117013,1524566,2097221
2/21/2022,VA,18653805,772000,6575820,11305985,15823538,498571,5600547,9715358
2/21/2022,MN,11915070,500200,4216760,7198110,9853670,353694,3582006,5913949
2/21/2022,SD,1754565,88800,700600,965165,1350111,40369,528006,781603
2/21/2022,KY,8332475,378400,3434500,4519575,6298211,232807,2591030,3472020
2/21/2022,GU,317160,23200,84780,209180,327348,12746,104456,210014
2/21/2022,MP,121430,3600,25020,92810,105001,1320,14392,89289
2/21/2022,US,686514305,30294700,254212620,402006985,550480515,18376732,207558560,324049535
2/21/2022,FL,45403945,2334100,16776380,26293465,35996668,1451768,13308918,21104735
2/21/2022,OR,9486185,460300,3561360,5464525,7415020,271800,2760862,4367290
2/21/2022,WA,16755495,745800,6058800,9950895,13768173,480081,5155676,8121556
2/21/2022,CT,8266235,338100,3183060,4745075,7263739,246427,2746661,4269433
2/20/2022,MD,14931710,600700,5084500,9246510,11448768,359861,4149417,6923173
2/20/2022,VT,1689850,71200,661480,957170,1342365,52710,523500,765275
2/20/2022,NJ,20836435,943000,7476160,12417275,16454000,562483,6209843,9679614
2/20/2022,AK,1430265,83700,554720,791845,1090982,45670,421314,623039
2/20/2022,PR,7264190,213900,2551560,4498730,6820134,151011,2632525,4035988
2/20/2022,NC,20744900,916100,7813760,12015040,16056090,509003,5973757,9572399
2/20/2022,GA,20519795,815200,7987040,11717555,14281480,333293,5565522,8344833
2/20/2022,MP,121430,3600,25020,92810,105001,1320,14392,89289
2/20/2022,DD2,6625510,210000,2157940,4257570,7215489,318855,2393930,4480106
2/20/2022,WV,3829685,160300,1526560,2142825,2626474,66261,1133459,1425067
2/20/2022,ME,3175650,151900,1250220,1773530,2694206,142454,1097587,1450887
2/20/2022,MS,5255235,223100,2121480,2910655,3746085,91219,1506892,2145461
2/20/2022,MN,11915070,500200,4216760,7198110,9853670,353694,3582006,5913949
2/20/2022,LA,7866490,318700,3206420,4341370,6036269,195472,2478030,3359732
2/20/2022,FM,150100,12800,86940,50360,100086,13039,73209,13815
2/20/2022,MO,11001505,420700,4166100,6414705,8619769,247632,3117774,5252042
2/20/2022,AR,5838620,251000,2443860,3143760,4071791,121453,1741565,2204905
2/20/2022,FL,45403945,2334100,16776380,26293465,35977292,1451385,13303880,21090798
2/20/2022,VA,18653805,772000,6575820,11305985,15813347,498451,5598006,9707829
2/20/2022,ID,3199490,155600,1242580,1801310,2353837,85306,889825,1375460
2/20/2022,MA,16097990,607700,6097500,9392790,14192087,399005,5562688,8229954
2/20/2022,WA,16755495,745800,6058800,9950895,13768173,480081,5155676,8121556
2/20/2022,VA2,7773120,625900,3781280,3365940,7201171,254437,3711980,3234471
2/20/2022,KY,8332475,378400,3434500,4519575,6295719,232794,2590214,3470359
2/20/2022,AS,92810,600,21500,70710,85962,560,21044,64309
2/20/2022,MT,1872295,104200,770300,997795,1530076,60035,644767,823225
2/20/2022,TN,12187330,503900,4644240,7039190,9551186,259902,3654255,5583612
2/20/2022,IH2,2773095,104600,1236480,1432015,2160956,39638,1016859,1104289
2/20/2022,RI,2484625,87400,945500,1451725,2121706,64698,808146,1247313
2/20/2022,HI,3308180,124400,1223320,1960460,2791620,70036,1015290,1706002
2/20/2022,NH,3256030,175300,1155440,1925290,2617875,113981,975581,1528220
2/20/2022,IA,6211455,287300,2375020,3549135,4907324,176210,1951669,2778945
2/20/2022,SD,1754565,88800,700600,965165,1350029,40369,527991,781536
2/20/2022,US,686513305,30294700,254212620,402005985,550238498,18373478,207488501,323880952
2/20/2022,DE,2211055,96300,855800,1258955,1723679,61225,663267,997169
2/20/2022,WI,11027045,450300,4109800,6466945,9822469,331925,3758875,5729455
2/20/2022,CT,8266235,338100,3183060,4745075,7256084,246352,2744659,4263855
2/20/2022,IL,25991055,1158700,9017640,15814715,21665857,672249,7681910,13283111
2/20/2022,NE,3752010,149300,1323280,2279430,3068782,93202,1105827,1863750
2/20/2022,MH,81080,12600,52700,15780,52349,2650,44572,5125
2/20/2022,GU,317160,23200,84780,209180,327348,12746,104456,210014
2/20/2022,NV,5641410,258100,1940900,3442410,4691814,183688,1615270,2892331
2/20/2022,SC,9945075,449300,4108340,5387435,7226985,227713,2822437,4174684
2/20/2022,IN,12515780,590900,4402800,7522080,9158827,301534,3310025,5518003
2/20/2022,OR,9486185,460300,3561360,5464525,7415020,271800,2760862,4367290
2/20/2022,MI,19907030,926300,7835840,11144890,15086412,459668,5900249,8724389
2/20/2022,AL,9207740,394400,3995160,4818180,6077511,174384,2652551,3250109
2/20/2022,UT,5957750,240700,2037360,3679690,5045188,181576,1767035,3096262
2/20/2022,TX,58558295,2601800,21057340,34899155,44077687,1515997,16235764,26321648
2/20/2022,VI,145360,2800,37740,104820,139433,2259,41718,95456
2/20/2022,DC,1762305,69300,627580,1065425,1408644,35750,509089,863028
2/20/2022,ND,1310200,52400,499020,758780,1062085,39439,401949,620374
2/20/2022,OK,6953230,321300,2889880,3742050,5703325,151346,2305034,3245549
2/20/2022,KS,5717315,254200,2184440,3278675,4415458,136257,1677302,2598068
2/20/2022,OH,21847955,969700,8225940,12652315,17152535,616748,6528312,9987595
2/20/2022,AZ,13979620,603600,5365220,8010800,11479078,360473,4527179,6567088
2/20/2022,CO,11800575,486100,4353140,6961335,10277311,337069,3983612,5947574
2/20/2022,NM,4227345,186100,1648200,2393045,3743359,116957,1523389,2094756
2/20/2022,WY,928985,48000,408240,472745,728486,28652,318484,380708
2/20/2022,NY,43700245,1856900,15392300,26451045,37627889,1412716,13627410,22568626
2/20/2022,BP2,329630,16100,146220,167310,296751,14157,131435,151127
2/20/2022,CA,85497625,3682700,30581120,51233805,71119295,2269620,26620829,42213636
2/20/2022,PW,43990,3800,28500,11690,46150,2346,35689,8045
2/20/2022,PA,28672425,1504000,10884660,16283765,21966299,761616,8476120,12727118
2/19/2022,GU,317160,23200,84780,209180,327348,12746,104456,210014
2/19/2022,KS,5717315,254200,2184440,3278675,4415444,136257,1677300,2598056
2/19/2022,UT,5957750,240700,2037360,3679690,5045161,181575,1767012,3096259
2/19/2022,WY,928985,48000,408240,472745,728393,28652,318470,380629
2/19/2022,WA,16755495,745800,6058800,9950895,13768068,480081,5155643,8121484
2/19/2022,OR,9486185,460300,3561360,5464525,7407757,271666,2758622,4362431
2/19/2022,NY,43700145,1856900,15392300,26450945,37573510,1411564,13613136,22529705
2/19/2022,HI,3308180,124400,1223320,1960460,2789550,69979,1014735,1704544
2/19/2022,MT,1872295,104200,770300,997795,1530012,60033,644740,823190
2/19/2022,MS,5255235,223100,2121480,2910655,3746059,91219,1506867,2145460
2/19/2022,IL,25990855,1158700,9017640,15814515,21636884,671904,7674870,13261567
2/19/2022,OK,6953230,321300,2889880,3742050,5698405,151272,2303568,3242171
2/19/2022,CO,11800575,486100,4353140,6961335,10271794,337020,3982128,5943592
2/19/2022,RI,2484625,87400,945500,1451725,2120494,64679,807743,1246525
2/19/2022,TX,58558295,2601800,21057340,34899155,44077433,1515973,16235674,26321508
2/19/2022,US,686495805,30294700,254212620,401988485,549939423,18367598,207402708,323674221
2/19/2022,TN,12186030,503900,4644240,7037890,9551129,259901,3654211,5583600
2/19/2022,AS,92810,600,21500,70710,85962,560,21044,64309
2/19/2022,PW,43990,3800,28500,11690,46150,2346,35689,8045
2/19/2022,GA,20519795,815200,7987040,11717555,14281388,333288,5565451,8344817
2/19/2022,KY,8332475,378400,3434500,4519575,6295671,232794,2590196,3470329
2/19/2022,ID,3199490,155600,1242580,1801310,2352118,85185,889044,1374646
2/19/2022,ND,1310100,52400,499020,758680,1062039,39438,401936,620342
2/19/2022,IA,6211455,287300,2375020,3549135,4907301,176210,1951646,2778945
2/19/2022,NC,20744900,916100,7813760,12015040,16040239,508845,5969173,9561290
2/19/2022,OH,21847955,969700,8225940,12652315,17152418,616747,6528266,9987525
2/19/2022,IH2,2773095,104600,1236480,1432015,2159007,39605,1016376,1102856
2/19/2022,LA,7866490,318700,3206420,4341370,6033960,195344,2476666,3358917
2/19/2022,MD,14931710,600700,5084500,9246510,11440813,359802,4147035,6917682
2/19/2022,IN,12514980,590900,4402800,7521280,9158776,301531,3309977,5518003
2/19/2022,AZ,13979320,603600,5365220,8010500,11466594,360309,4523042,6558947
2/19/2022,VA2,7773120,625900,3781280,3365940,7197831,254327,3710217,3233004
2/19/2022,WV,3829685,160300,1526560,2142825,2626426,66260,1133412,1425067
2/19/2022,VA,18653105,772000,6575820,11305285,15801583,498258,5594529,9699750
2/19/2022,MH,81080,12600,52700,15780,52349,2650,44572,5125
2/19/2022,DE,2211055,96300,855800,1258955,1723629,61221,663257,997133
2/19/2022,PA,28672425,1504000,10884660,16283765,21965985,761602,8475929,12727009
2/19/2022,MA,16095890,607700,6097500,9390690,14191945,398984,5562615,8229906
2/19/2022,MN,11914970,500200,4216760,7198010,9853584,353693,3581985,5913885
2/19/2022,MI,19906730,926300,7835840,11144590,15086338,459665,5900195,8724372
2/19/2022,SD,1754565,88800,700600,965165,1349798,40367,527945,781353
2/19/2022,BP2,329630,16100,146220,167310,296751,14157,131435,151127
2/19/2022,VI,145360,2800,37740,104820,139433,2259,41718,95456
2/19/2022,ME,3175550,151900,1250220,1773430,2694083,142443,1097513,1450849
2/19/2022,CA,85497625,3682700,30581120,51233805,71044784,2268182,26601653,42159745
2/19/2022,NE,3752010,149300,1323280,2279430,3068726,93202,1105800,1863721
2/19/2022,DD2,6625510,210000,2157940,4257570,7215489,318855,2393930,4480106
2/19/2022,WI,11027045,450300,4109800,6466945,9822252,331923,3758806,5729309
2/19/2022,AK,1430265,83700,554720,791845,1090981,45670,421313,623039
2/19/2022,AL,9207240,394400,3995160,4817680,6068347,174025,2647532,3246323
2/19/2022,CT,8265235,338100,3183060,4744075,7249762,246228,2742833,4259483
2/19/2022,AR,5838520,251000,2443860,3143660,4071732,121448,1741529,2204887
2/19/2022,MO,11001305,420700,4166100,6414505,8619706,247632,3117749,5252004
2/19/2022,NV,5641410,258100,1940900,3442410,4688615,183616,1614377,2890097
2/19/2022,VT,1689750,71200,661480,957070,1341480,52698,523223,764679
2/19/2022,NJ,20831835,943000,7476160,12412675,16438280,562196,6205296,9668730
2/19/2022,FM,150100,12800,86940,50360,100086,13039,73209,13815
2/19/2022,FL,45399045,2334100,16776380,26288565,35955869,1450683,13297873,21076535
2/19/2022,DC,1762305,69300,627580,1065425,1407104,35730,508674,861938
2/19/2022,NM,4227345,186100,1648200,2393045,3742875,116955,1523285,2094378
2/19/2022,NH,3256030,175300,1155440,1925290,2616383,113953,975204,1527133
2/19/2022,MP,121430,3600,25020,92810,105001,1320,14392,89289
2/19/2022,SC,9945075,449300,4108340,5387435,7221610,227632,2820681,4171146
2/19/2022,PR,7264190,213900,2551560,4498730,6820071,151011,2632467,4035983
2/18/2022,GU,317160,23200,84780,209180,326795,12723,104367,209577
2/18/2022,FM,150100,12800,86940,50360,100086,13039,73209,13815
2/18/2022,MT,1871295,104200,770100,996995,1528901,59988,644355,822520
2/18/2022,MI,19893930,926300,7835840,11131790,15075506,459461,5895390,8718552
2/18/2022,NH,3251830,175300,1155040,1921490,2615704,113932,974983,1526696
2/18/2022,MO,10995405,420700,4166100,6408605,8615629,247532,3116229,5249547
2/18/2022,NM,4224245,186100,1647200,2390945,3739834,116902,1522105,2092592
2/18/2022,MD,14914710,600600,5074000,9240110,11430693,359692,4144077,6910670
2/18/2022,OR,9475485,460000,3557060,5458425,7400539,271528,2756314,4357718
2/18/2022,LA,7860090,318600,3204520,4336970,6029777,195249,2474937,3356563
2/18/2022,WI,11016745,450300,4103200,6463245,9814571,331820,3756600,5723943
2/18/2022,MN,11897470,500100,4211660,7185710,9845462,353628,3579894,5907930
2/18/2022,UT,5948350,240300,2033160,3674890,5040670,181431,1765707,3093217
2/18/2022,NY,43640945,1856600,15372900,26411445,37513609,1409810,13595064,22489723
2/18/2022,SD,1752465,88800,700100,963565,1348907,40348,527684,780742
2/18/2022,AL,9197040,394400,3991060,4811580,6067226,173996,2647203,3245561
2/18/2022,DD2,6625510,210000,2157940,4257570,7206752,318583,2391902,4473678
2/18/2022,AR,5833920,250800,2442760,3140360,4060857,121052,1737138,2198802
2/18/2022,ME,3172250,151900,1249020,1771330,2692188,142408,1096807,1449702
2/18/2022,TX,58491095,2600800,21036540,34853755,44032818,1514842,16224251,26289460
2/18/2022,WY,928785,48000,408140,472645,727939,28642,318341,380316
2/18/2022,KS,5710515,254200,2184440,3271875,4411898,136199,1676290,2595580
2/18/2022,FL,45340545,2332500,16753980,26254065,35935178,1450053,13291755,21062885
2/18/2022,WV,3826885,160300,1525160,2141425,2624875,66215,1132904,1424069
2/18/2022,VA,18634605,771600,6564520,11298485,15791722,498089,5591569,9693058
2/18/2022,MH,81080,12600,52700,15780,52349,2650,44572,5125
2/18/2022,RI,2483225,87400,945000,1450825,2118764,64660,807181,1245385
2/18/2022,VI,145360,2800,37740,104820,139317,2258,41703,95356
2/18/2022,NC,20732200,915900,7808760,12007540,16029621,508390,5965527,9554773
2/18/2022,VA2,7773120,625900,3781280,3365940,7194269,254239,3708265,3231482
2/18/2022,AK,1428665,83700,554220,790745,1090290,45645,421108,622578
